radius,segments,hole_grid,wall_s,tris,tris_fillet,volume_fillet,analytic,vol_err_rel,watertight_fillet,watertight
0.7500,8,4,0.027378,396,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,6,0.070347,796,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,8,0.161627,1356,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,10,0.333281,2076,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,12,0.657574,2956,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,14,1.047504,3996,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,8,16,1.579205,5196,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,4,0.024493,396,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,6,0.069138,796,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,8,0.155088,1356,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,10,0.314775,2076,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,12,0.596983,2956,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,14,1.001621,3996,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,16,16,1.567542,5196,76,29993.665,29994.206,1.803138e-05,1,1
0.7500,32,4,0.027468,460,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,6,0.072284,860,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,8,0.159548,1420,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,10,0.329812,2140,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,12,0.618822,3020,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,14,1.031335,4060,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,32,16,1.618138,5260,140,29994.07,29994.206,4.533650e-06,1,1
0.7500,64,4,0.032556,588,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,6,0.082307,988,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,8,0.178418,1548,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,10,0.362575,2268,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,12,0.662862,3148,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,14,1.077303,4188,268,29994.172,29994.206,1.135105e-06,1,1
0.7500,64,16,1.667769,5388,268,29994.172,29994.206,1.135105e-06,1,1
1.2500,8,4,0.024415,396,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,6,0.067512,796,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,8,0.151440,1356,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,10,0.316235,2076,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,12,0.603244,2956,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,14,1.003872,3996,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,8,16,1.561848,5196,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,4,0.024755,396,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,6,0.068295,796,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,8,0.153489,1356,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,10,0.312132,2076,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,12,0.600146,2956,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,14,1.005981,3996,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,16,16,1.560657,5196,76,29982.403,29983.905,5.010387e-05,1,1
1.2500,32,4,0.027269,460,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,6,0.073285,860,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,8,0.162750,1420,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,10,0.327455,2140,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,12,0.620776,3020,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,14,1.036244,4060,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,32,16,1.618513,5260,140,29983.527,29983.905,1.259812e-05,1,1
1.2500,64,4,0.032873,588,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,6,0.083176,988,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,8,0.180835,1548,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,10,0.363264,2268,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,12,0.659406,3148,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,14,1.073968,4188,268,29983.81,29983.905,3.154359e-06,1,1
1.2500,64,16,1.675820,5388,268,29983.81,29983.905,3.154359e-06,1,1
1.7500,8,4,0.025498,396,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,6,0.069404,796,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,8,0.154583,1356,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,10,0.314878,2076,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,12,0.593826,2956,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,14,1.006359,3996,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,8,16,1.570061,5196,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,4,0.024447,396,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,6,0.066468,796,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,8,0.152792,1356,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,10,0.317415,2076,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,12,0.603467,2956,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,14,0.999444,3996,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,16,16,1.578675,5196,76,29965.509,29968.454,9.825377e-05,1,1
1.7500,32,4,0.028356,460,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,6,0.072968,860,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,8,0.164171,1420,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,10,0.331237,2140,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,12,0.627316,3020,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,14,1.043389,4060,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,32,16,1.624398,5260,140,29967.713,29968.454,2.470621e-05,1,1
1.7500,64,4,0.033130,592,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,6,0.083016,988,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,8,0.180028,1548,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,10,0.358252,2268,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,12,0.657117,3148,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,14,1.074851,4188,268,29968.268,29968.454,6.185924e-06,1,1
1.7500,64,16,1.661366,5388,268,29968.268,29968.454,6.185924e-06,1,1
2.2500,8,4,0.024349,396,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,6,0.066953,796,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,8,0.151681,1356,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,10,0.311979,2076,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,12,0.598089,2956,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,14,0.994158,3996,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,8,16,1.563892,5196,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,4,0.024368,396,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,6,0.067912,796,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,8,0.153536,1356,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,10,0.314828,2076,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,12,0.601613,2956,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,14,0.993398,3996,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,16,16,1.578079,5196,76,29942.984,29947.852,1.625357e-04,1,1
2.2500,32,4,0.028327,464,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,6,0.073910,860,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,8,0.169806,1420,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,10,0.334104,2140,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,12,0.625499,3020,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,14,1.031310,4060,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,32,16,1.617401,5260,140,29946.628,29947.852,4.086763e-05,1,1
2.2500,64,4,0.032695,592,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,6,0.082369,988,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,8,0.179051,1548,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,10,0.357790,2268,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,12,0.666746,3148,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,14,1.080703,4188,268,29947.545,29947.852,1.023224e-05,1,1
2.2500,64,16,1.669380,5388,268,29947.545,29947.852,1.023224e-05,1,1
2.7500,8,4,0.023798,396,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,6,0.066418,796,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,8,0.154006,1356,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,10,0.314878,2076,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,12,0.600729,2956,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,14,1.003199,3996,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,8,16,1.584112,5196,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,4,0.024940,396,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,6,0.068157,796,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,8,0.152126,1356,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,10,0.317558,2076,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,12,0.598851,2956,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,14,0.995268,3996,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,16,16,1.590708,5196,76,29914.828,29922.1,2.430120e-04,1,1
2.7500,32,4,0.027961,464,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,6,0.073387,860,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,8,0.163555,1420,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,10,0.331029,2140,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,12,0.628489,3020,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,14,1.029505,4060,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,32,16,1.619763,5260,140,29920.271,29922.1,6.110752e-05,1,1
2.7500,64,4,0.033019,592,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,6,0.083605,988,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,8,0.179857,1548,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,10,0.358534,2268,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,12,0.653288,3148,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,14,1.072475,4188,268,29921.642,29922.1,1.529895e-05,1,1
2.7500,64,16,1.694348,5388,268,29921.642,29922.1,1.529895e-05,1,1
3.2500,8,4,0.025095,396,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,6,0.068557,796,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,8,0.159416,1356,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,10,0.320668,2076,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,12,0.611928,2956,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,14,1.011227,3996,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,8,16,1.580401,5196,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,4,0.024969,396,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,6,0.068404,796,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,8,0.156516,1356,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,10,0.320816,2076,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,12,0.603878,2956,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,14,1.008368,3996,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,16,16,1.617078,5196,76,29881.041,29891.197,3.397617e-04,1,1
3.2500,32,4,0.028848,464,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,6,0.073693,860,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,8,0.161333,1420,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,10,0.330591,2140,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,12,0.618870,3020,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,14,1.028034,4060,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,32,16,1.646396,5260,140,29888.643,29891.197,8.543040e-05,1,1
3.2500,64,4,0.033463,592,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,6,0.086942,988,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,8,0.182513,1548,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,10,0.363632,2268,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,12,0.685026,3148,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,14,1.117589,4188,268,29890.558,29891.197,2.138573e-05,1,1
3.2500,64,16,1.703403,5388,268,29890.558,29891.197,2.138573e-05,1,1
3.7500,8,4,0.024395,396,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,6,0.068390,796,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,8,0.153076,1356,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,10,0.320448,2076,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,12,0.593263,2956,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,14,0.996951,3996,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,8,16,1.598254,5196,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,4,0.025158,396,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,6,0.073539,796,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,8,0.159332,1356,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,10,0.330496,2076,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,12,0.610962,2956,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,14,1.010195,3996,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,16,16,1.598688,5196,76,29841.623,29855.144,4.528892e-04,1,1
3.7500,32,4,0.027752,464,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,6,0.073275,860,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,8,0.165602,1420,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,10,0.331392,2140,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,12,0.644043,3020,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,14,1.100208,4060,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,32,16,1.695449,5260,140,29851.744,29855.144,1.138780e-04,1,1
3.7500,64,4,0.038238,592,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,6,0.093072,988,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,8,0.199062,1548,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,10,0.379225,2268,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,12,0.676680,3148,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,14,1.123315,4188,268,29854.293,29855.144,2.851053e-05,1,1
3.7500,64,16,1.711471,5388,268,29854.293,29855.144,2.851053e-05,1,1
4.2500,8,4,0.024453,396,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,6,0.069362,796,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,8,0.158623,1356,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,10,0.322328,2076,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,12,0.600181,2956,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,14,0.999431,3996,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,8,16,1.569159,5196,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,4,0.023982,396,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,6,0.068101,796,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,8,0.152356,1356,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,10,0.314535,2076,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,12,0.592753,2956,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,14,0.993115,3996,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,16,16,1.558426,5196,76,29796.573,29813.94,5.825217e-04,1,1
4.2500,32,4,0.028224,464,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,6,0.074156,860,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,8,0.163001,1420,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,10,0.334703,2140,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,12,0.628606,3020,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,14,1.045866,4060,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,32,16,1.631786,5260,140,29809.573,29813.94,1.464775e-04,1,1
4.2500,64,4,0.032827,588,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,6,0.083176,988,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,8,0.184495,1548,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,10,0.357977,2268,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,12,0.666768,3148,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,14,1.074376,4188,268,29812.847,29813.94,3.667353e-05,1,1
4.2500,64,16,1.695680,5388,268,29812.847,29813.94,3.667353e-05,1,1
4.7500,8,4,0.025091,396,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,6,0.067700,796,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,8,0.156680,1356,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,10,0.322663,2076,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,12,0.600976,2956,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,14,1.015831,3996,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,8,16,1.583384,5196,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,4,0.025974,396,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,6,0.067516,796,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,8,0.155209,1356,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,10,0.316327,2076,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,12,0.596634,2956,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,14,1.008705,3996,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,16,16,1.622583,5196,76,29745.892,29767.586,7.287773e-04,1,1
4.7500,32,4,0.028186,464,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,6,0.073920,860,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,8,0.168294,1420,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,10,0.341592,2140,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,12,0.628777,3020,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,14,1.058008,4060,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,32,16,1.620360,5260,140,29762.131,29767.586,1.832516e-04,1,1
4.7500,64,4,0.033738,588,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,6,0.085512,988,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,8,0.180308,1548,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,10,0.359969,2268,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,12,0.675947,3148,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,14,1.100664,4188,268,29766.22,29767.586,4.588045e-05,1,1
4.7500,64,16,1.712580,5388,268,29766.22,29767.586,4.588045e-05,1,1
5.2500,8,4,0.024941,400,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,6,0.068462,796,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,8,0.155113,1356,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,10,0.320225,2076,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,12,0.592987,2956,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,14,0.999947,3996,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,8,16,1.589773,5196,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,4,0.023991,400,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,6,0.067958,796,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,8,0.152479,1356,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,10,0.318987,2076,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,12,0.601227,2956,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,14,1.005673,3996,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,16,16,0.744700,5196,76,29689.58,29716.082,8.918189e-04,1,1
5.2500,32,4,0.011150,468,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,6,0.028586,860,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,8,0.065051,1420,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,10,0.138752,2140,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,12,0.259508,3020,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,14,0.426048,4060,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,32,16,1.518234,5260,140,29709.418,29716.082,2.242454e-04,1,1
5.2500,64,4,0.033145,592,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,6,0.083127,988,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,8,0.180576,1548,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,10,0.361485,2268,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,12,0.689371,3148,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,14,1.103838,4188,268,29714.413,29716.082,5.614151e-05,1,1
5.2500,64,16,1.697297,5388,268,29714.413,29716.082,5.614151e-05,1,1
5.7500,8,4,0.026422,400,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,6,0.069851,796,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,8,0.159088,1356,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,10,0.326716,2076,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,12,0.615837,2956,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,14,1.021161,3996,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,8,16,1.612949,5196,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,4,0.025475,400,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,6,0.067992,796,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,8,0.157493,1356,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,10,0.317606,2076,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,12,0.608762,2956,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,14,1.013894,3996,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,16,16,1.588536,5196,76,29627.637,29659.427,1.071831e-03,1,1
5.7500,32,4,0.028199,468,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,6,0.076089,860,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,8,0.163411,1420,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,10,0.338421,2140,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,12,0.634461,3020,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,14,1.036005,4060,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,32,16,1.670510,5260,140,29651.433,29659.427,2.695157e-04,1,1
5.7500,64,4,0.033325,592,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,6,0.083801,988,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,8,0.181098,1548,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,10,0.365364,2268,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,12,0.689487,3148,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,14,1.120223,4188,268,29657.426,29659.427,6.747547e-05,1,1
5.7500,64,16,1.683178,5388,268,29657.426,29659.427,6.747547e-05,1,1
6.2500,8,4,0.024687,400,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,6,0.068256,796,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,8,0.155815,1356,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,10,0.316888,2076,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,12,0.601087,2956,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,14,0.994489,3996,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,8,16,1.576828,5196,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,4,0.024675,400,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,6,0.068587,796,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,8,0.153452,1356,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,10,0.323090,2076,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,12,0.601076,2956,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,14,1.042631,3996,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,16,16,1.635922,5196,76,29560.063,29597.622,1.268974e-03,1,1
6.2500,32,4,0.028399,464,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,6,0.078872,860,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,8,0.169916,1420,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,10,0.331598,2140,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,12,0.638234,3020,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,14,1.059846,4060,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,32,16,1.603660,5260,140,29588.178,29597.622,3.190803e-04,1,1
6.2500,64,4,0.032662,592,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,6,0.085118,988,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,8,0.189338,1548,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,10,0.363559,2268,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,12,0.675148,3148,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,14,1.089905,4188,268,29595.257,29597.622,7.988493e-05,1,1
6.2500,64,16,1.662253,5388,268,29595.257,29597.622,7.988493e-05,1,1
6.7500,8,4,0.024461,400,76,29486.858,29530.666,1.483483e-03,1,1
6.7500,8,6,0.067478,796,76,29486.858,29530.666,1.483483e-03,1,1
6.7500,8,8,0.154156,1356,76,29486.858,29530.666,1.483483e-03,1,1
6.7500,8,10,0.313690,2076,76,29486.858,29530.666,1.483483e-03,1,1
6.7500,8,12,0.596270,2956,76,29486.858,29530.666,1.483483e-03,1,1
6.7500,8,14,0.985161,3996,76,29486.858,29530.666,1.483483e-03,1,1
